,,,,,TCN
1158,6.187707,-1.812293,,-1.812293,0
1159,6.726384,-1.273616,,-1.273616,0
1160,7.1905556,-0.8094444,,-0.8094444,0
1161,7.0258975,-0.9741025,,-0.9741025,0
1162,7.002801,-0.997199,,-0.997199,0
1163,8.112937,0.112937,,0.112937,0.612937
1164,6.9379807,-1.0620193,,-1.0620193,0
1165,7.727742,-0.272258,,-0.272258,0.227742
1166,6.4380465,-1.5619535,,-1.5619535,0
1167,6.913394,-1.086606,,-1.086606,0
1168,7.114559,-0.885441,,-0.885441,0
1169,6.9126487,-1.0873513,,-1.0873513,0
1170,7.0162115,-0.9837885,,-0.9837885,0
1171,6.749481,-1.250519,,-1.250519,0
1172,7.037073,-0.962927,,-0.962927,0
1173,7.2188673,-0.7811327,,-0.7811327,0
1174,7.309765,-0.690235,,-0.690235,0
1175,6.874651,-1.125349,,-1.125349,0
1176,7.312745,-0.687255,,-0.687255,0
1177,8.84384,0.84384,,0.84384,1.34384
1178,7.261336,-0.738664,,-0.738664,0
1179,6.4753,-1.5247,,-1.5247,0
1180,7.4110928,-0.5889072,,-0.5889072,0
1181,6.6295266,-1.3704734,,-1.3704734,0
1182,7.1235,-0.8765,,-0.8765,0
1183,6.8619847,-1.1380153,,-1.1380153,0
1184,8.388609,0.388609,,0.388609,0.888609
1185,7.7418985,-0.2581015,,-0.2581015,0.2418985
1186,8.632988,0.632988,,0.632988,1.132988
1187,7.63908,-0.36092,,-0.36092,0.13908
1188,6.6868963,-1.3131037,,-1.3131037,0
1189,6.8329277,-1.1670723,,-1.1670723,0
1190,7.1048737,-0.8951263,,-0.8951263,0
1191,7.1026382,-0.8973618,,-0.8973618,0
1192,6.915629,-1.084371,,-1.084371,0
1193,6.4231453,-1.5768547,,-1.5768547,0
1194,8.018314,0.018314,,0.018314,0.518314
1195,7.1674585,-0.8325415,,-0.8325415,0
1196,6.4916906,-1.5083094,,-1.5083094,0
1197,7.713586,-0.286414,,-0.286414,0.213586
1198,6.311387,-1.688613,,-1.688613,0
1199,7.919222,-0.080778,,-0.080778,0.419222
1200,6.739795,-1.260205,,-1.260205,0
1201,6.7532063,-1.2467937,,-1.2467937,0
1202,6.492436,-1.507564,,-1.507564,0
1203,7.604808,-0.395192,,-0.395192,0.104808
1204,6.928295,-1.071705,,-1.071705,0
1205,6.595254,-1.404746,,-1.404746,0
1206,7.404387,-0.595613,,-0.595613,0
1207,7.181615,-0.818385,,-0.818385,0
1208,7.6569614,-0.3430386,,-0.3430386,0.1569614
1209,6.932765,-1.067235,,-1.067235,0
1210,7.0862474,-0.9137526,,-0.9137526,0
1211,6.7710876,-1.2289124,,-1.2289124,0
1212,7.8119335,-0.1880665,,-0.1880665,0.3119335
1213,7.11903,-0.88097,,-0.88097,0
1214,7.0363283,-0.9636717,,-0.9636717,0
1215,6.493181,-1.506819,,-1.506819,0
1216,7.0542097,-0.9457903,,-0.9457903,0
1217,7.160008,-0.839992,,-0.839992,0
1218,8.561462,0.561462,,0.561462,1.061462
1219,7.596612,-0.403388,,-0.403388,0.096612
1220,6.715208,-1.284792,,-1.284792,0
1221,7.002801,-0.997199,,-0.997199,0
1222,6.7979097,-1.2020903,,-1.2020903,0
1223,6.5878034,-1.4121966,,-1.4121966,0
1224,6.905198,-1.094802,,-1.094802,0
1225,8.048117,0.048117,,0.048117,0.548117
1226,6.4797697,-1.5202303,,-1.5202303,0
1227,6.3046813,-1.6953187,,-1.6953187,0
1228,7.4826183,-0.5173817,,-0.5173817,0
1229,7.740408,-0.259592,,-0.259592,0.240408
1230,6.313622,-1.686378,,-1.686378,0
1231,7.569045,-0.430955,,-0.430955,0.069045
1232,7.7925625,-0.2074375,,-0.2074375,0.2925625
1233,7.0400534,-0.9599466,,-0.9599466,0
1234,8.65683,0.65683,,0.65683,1.15683
1235,7.9400835,-0.0599165,,-0.0599165,0.4400835
1236,7.9393387,-0.0606613,,-0.0606613,0.4393387
1237,7.8149137,-0.1850863,,-0.1850863,0.3149137
1238,6.8441033,-1.1558967,,-1.1558967,0
1239,6.929785,-1.070215,,-1.070215,0
1240,7.0914626,-0.9085374,,-0.9085374,0
1241,6.959587,-1.040413,,-1.040413,0
1242,6.858259,-1.141741,,-1.141741,0
1243,7.801503,-0.198497,,-0.198497,0.301503
1244,8.14125,0.14125,,0.14125,0.64125
1245,7.4520707,-0.5479293,,-0.5479293,0
1246,6.9491568,-1.0508432,,-1.0508432,0
1247,7.165223,-0.834777,,-0.834777,0
1248,7.7299776,-0.2700224,,-0.2700224,0.2299776
1249,7.595122,-0.404878,,-0.404878,0.095122
1250,6.753951,-1.246049,,-1.246049,0
1251,6.1772766,-1.8227234,,-1.8227234,0
1252,6.401539,-1.598461,,-1.598461,0
1253,6.619096,-1.380904,,-1.380904,0
1254,6.979704,-1.020296,,-1.020296,0
1255,6.3836575,-1.6163425,,-1.6163425,0
1256,7.2285533,-0.7714467,,-0.7714467,0
1257,7.549673,-0.450327,,-0.450327,0.049673
1258,6.712228,-1.287772,,-1.287772,0
1259,8.124858,0.124858,,0.124858,0.624858
1260,6.5930185,-1.4069815,,-1.4069815,0
1261,6.6056848,-1.3943152,,-1.3943152,0
1262,6.404519,-1.595481,,-1.595481,0
1263,6.621331,-1.378669,,-1.378669,0
1264,7.1801243,-0.8198757,,-0.8198757,0
1265,6.436557,-1.563443,,-1.563443,0
1266,6.905943,-1.094057,,-1.094057,0
1267,6.4723196,-1.5276804,,-1.5276804,0
1268,6.5900383,-1.4099617,,-1.4099617,0
1269,6.439537,-1.560463,,-1.560463,0
1270,6.698072,-1.301928,,-1.301928,0
1271,7.072836,-0.927164,,-0.927164,0
1272,7.6428056,-0.3571944,,-0.3571944,0.1428056
1273,9.010733,1.010733,,1.010733,1.510733
1274,7.960945,-0.039055,,-0.039055,0.460945
1275,6.8448486,-1.1551514,,-1.1551514,0
1276,7.043779,-0.956221,,-0.956221,0
1277,7.2188673,-0.7811327,,-0.7811327,0
1278,7.638335,-0.361665,,-0.361665,0.138335
1279,7.5235963,-0.4764037,,-0.4764037,0.0235963
1280,7.1085987,-0.8914013,,-0.8914013,0
1281,7.1205196,-0.8794804,,-0.8794804,0
1282,6.932765,-1.067235,,-1.067235,0
1283,8.720904,0.720904,,0.720904,1.220904
1284,6.8858266,-1.1141734,,-1.1141734,0
1285,8.500367,0.500367,,0.500367,1.000367
1286,6.3598156,-1.6401844,,-1.6401844,0
1287,6.85975,-1.14025,,-1.14025,0
1288,7.104129,-0.895871,,-0.895871,0
1289,8.039922,0.039922,,0.039922,0.539922
1290,7.979572,-0.020428,,-0.020428,0.479572
1291,7.274747,-0.725253,,-0.725253,0
1292,6.9513917,-1.0486083,,-1.0486083,0
1293,6.8858266,-1.1141734,,-1.1141734,0
1294,7.110834,-0.889166,,-0.889166,0
1295,8.513779,0.513779,,0.513779,1.013779
1296,6.7204237,-1.2795763,,-1.2795763,0
1297,6.4693394,-1.5306606,,-1.5306606,0
1298,6.5907836,-1.4092164,,-1.4092164,0
1299,6.811321,-1.188679,,-1.188679,0
1300,6.5535307,-1.4464693,,-1.4464693,0
1301,6.8925323,-1.1074677,,-1.1074677,0
1302,6.9238243,-1.0761757,,-1.0761757,0
1303,7.220358,-0.779642,,-0.779642,0
1304,7.566065,-0.433935,,-0.433935,0.066065
1305,8.5257,0.5257,,0.5257,1.0257
1306,6.3411894,-1.6588106,,-1.6588106,0
1307,6.7681074,-1.2318926,,-1.2318926,0
1308,7.2285533,-0.7714467,,-0.7714467,0
1309,6.7435207,-1.2564793,,-1.2564793,0
1310,6.5922737,-1.4077263,,-1.4077263,0
1311,6.5229836,-1.4770164,,-1.4770164,0
1312,7.0579348,-0.9420652,,-0.9420652,0
1313,6.8880615,-1.1119385,,-1.1119385,0
1314,6.8299475,-1.1700525,,-1.1700525,0
1315,6.986409,-1.013591,,-1.013591,0
1316,7.428974,-0.571026,,-0.571026,0
1317,6.3292685,-1.6707315,,-1.6707315,0
1318,8.081645,0.081645,,0.081645,0.581645
1319,7.4662266,-0.5337734,,-0.5337734,0
1320,8.41394,0.41394,,0.41394,0.91394
1321,6.6250563,-1.3749437,,-1.3749437,0
1322,6.644428,-1.355572,,-1.355572,0
1323,6.8709254,-1.1290746,,-1.1290746,0
1324,8.247793,0.247793,,0.247793,0.747793
1325,7.24718,-0.75282,,-0.75282,0
1326,7.122755,-0.877245,,-0.877245,0
1327,7.177144,-0.822856,,-0.822856,0
1328,6.431341,-1.568659,,-1.568659,0
1329,8.209795,0.209795,,0.209795,0.709795
1330,8.334219,0.334219,,0.334219,0.834219
1331,7.878989,-0.121011,,-0.121011,0.378989
1332,9.322911,1.322911,,1.322911,1.822911
1333,7.969141,-0.030859,,-0.030859,0.469141
1334,7.9207125,-0.0792875,,-0.0792875,0.4207125
1335,7.0311127,-0.9688873,,-0.9688873,0
1336,6.6556034,-1.3443966,,-1.3443966,0
1337,7.903576,-0.096424,,-0.096424,0.403576
1338,7.4356794,-0.5643206,,-0.5643206,0
1339,7.713586,-0.286414,,-0.286414,0.213586
1340,6.6079197,-1.3920803,,-1.3920803,0
1341,6.876886,-1.123114,,-1.123114,0
1342,6.797165,-1.202835,,-1.202835,0
1343,7.200986,-0.799014,,-0.799014,0
1344,6.9342556,-1.0657444,,-1.0657444,0
1345,6.4022837,-1.5977163,,-1.5977163,0
1346,6.490946,-1.509054,,-1.509054,0
1347,7.084757,-0.915243,,-0.915243,0
1348,7.8700485,-0.1299515,,-0.1299515,0.3700485
1349,7.1875753,-0.8124247,,-0.8124247,0
1350,6.722659,-1.277341,,-1.277341,0
1351,6.7070127,-1.2929873,,-1.2929873,0
1352,6.5147877,-1.4852123,,-1.4852123,0
1353,6.730109,-1.269891,,-1.269891,0
1354,6.975979,-1.024021,,-1.024021,0
1355,6.580353,-1.419647,,-1.419647,0
1356,7.2844324,-0.7155676,,-0.7155676,0
1357,6.3203278,-1.6796722,,-1.6796722,0
1358,7.2672963,-0.7327037,,-0.7327037,0
1359,7.4587765,-0.5412235,,-0.5412235,0
1360,7.1182847,-0.8817153,,-0.8817153,0
1361,6.920844,-1.079156,,-1.079156,0
1362,6.6362324,-1.3637676,,-1.3637676,0
1363,8.063764,0.063764,,0.063764,0.563764
1364,6.9849195,-1.0150805,,-1.0150805,0
1365,7.0743265,-0.9256735,,-0.9256735,0
1366,7.586181,-0.413819,,-0.413819,0.086181
1367,7.5757504,-0.4242496,,-0.4242496,0.0757504
1368,7.876754,-0.123246,,-0.123246,0.376754
1369,7.636845,-0.363155,,-0.363155,0.136845
1370,7.030368,-0.969632,,-0.969632,0
1371,6.801635,-1.198365,,-1.198365,0
1372,7.4855986,-0.5144014,,-0.5144014,0
1373,7.068366,-0.931634,,-0.931634,0
1374,6.8537893,-1.1462107,,-1.1462107,0
1375,7.162243,-0.837757,,-0.837757,0
1376,6.5781174,-1.4218826,,-1.4218826,0
1377,6.3247976,-1.6752024,,-1.6752024,0
1378,6.8724155,-1.1275845,,-1.1275845,0
1379,6.7815185,-1.2184815,,-1.2184815,0
1380,6.687641,-1.312359,,-1.312359,0
1381,6.5080824,-1.4919176,,-1.4919176,0
1382,6.996095,-1.003905,,-1.003905,0
1383,7.276237,-0.723763,,-0.723763,0
1384,7.184595,-0.815405,,-0.815405,0
1385,8.124113,0.124113,,0.124113,0.624113
1386,7.9356136,-0.0643864,,-0.0643864,0.4356136
1387,7.192045,-0.807955,,-0.807955,0
1388,6.7956743,-1.2043257,,-1.2043257,0
1389,6.925315,-1.074685,,-1.074685,0
1390,8.510054,0.510054,,0.510054,1.010054
1391,7.6018276,-0.3981724,,-0.3981724,0.1018276
1392,8.141994,0.141994,,0.141994,0.641994
1393,7.2538853,-0.7461147,,-0.7461147,0
1394,6.635487,-1.364513,,-1.364513,0
1395,6.6310167,-1.3689833,,-1.3689833,0
1396,7.1443615,-0.8556385,,-0.8556385,0
1397,6.945431,-1.054569,,-1.054569,0
1398,6.5885487,-1.4114513,,-1.4114513,0
1399,7.2941184,-0.7058816,,-0.7058816,0
1400,7.1607533,-0.8392467,,-0.8392467,0
1401,7.0504847,-0.9495153,,-0.9495153,0
1402,7.7426434,-0.2573566,,-0.2573566,0.2426434
1403,7.0631504,-0.9368496,,-0.9368496,0
1404,8.217991,0.217991,,0.217991,0.717991
1405,8.222461,0.222461,,0.222461,0.722461
1406,6.7867336,-1.2132664,,-1.2132664,0
1407,7.9713764,-0.0286236,,-0.0286236,0.4713764
1408,7.2345138,-0.7654862,,-0.7654862,0
1409,6.7405405,-1.2594595,,-1.2594595,0
1410,6.9804487,-1.0195513,,-1.0195513,0
1411,7.213652,-0.786348,,-0.786348,0
1412,6.99088,-1.00912,,-1.00912,0
1413,6.7986546,-1.2013454,,-1.2013454,0
1414,6.673485,-1.326515,,-1.326515,0
1415,7.4468555,-0.5531445,,-0.5531445,0
1416,6.735325,-1.264675,,-1.264675,0
1417,6.455928,-1.544072,,-1.544072,0
1418,7.1205196,-0.8794804,,-0.8794804,0
1419,7.1607533,-0.8392467,,-0.8392467,0
1420,7.713586,-0.286414,,-0.286414,0.213586
1421,7.109344,-0.890656,,-0.890656,0
1422,6.543845,-1.456155,,-1.456155,0
1423,6.850064,-1.149936,,-1.149936,0
1424,7.1473417,-0.8526583,,-0.8526583,0
1425,7.1510673,-0.8489327,,-0.8489327,0
1426,8.679181,0.679181,,0.679181,1.179181
1427,7.0042906,-0.9957094,,-0.9957094,0
1428,6.545335,-1.454665,,-1.454665,0
1429,6.8306923,-1.1693077,,-1.1693077,0
1430,7.1473417,-0.8526583,,-0.8526583,0
1431,7.2769823,-0.7230177,,-0.7230177,0
1432,6.41644,-1.58356,,-1.58356,0
1433,6.700307,-1.299693,,-1.299693,0
1434,6.9722533,-1.0277467,,-1.0277467,0
1435,6.5431,-1.4569,,-1.4569,0
1436,7.9624357,-0.0375643,,-0.0375643,0.4624357
1437,7.70241,-0.29759,,-0.29759,0.20241
1438,8.293986,0.293986,,0.293986,0.793986
1439,6.9335103,-1.0664897,,-1.0664897,0
1440,7.250905,-0.749095,,-0.749095,0
1441,7.0258975,-0.9741025,,-0.9741025,0
1442,6.388128,-1.611872,,-1.611872,0
1443,7.8238544,-0.1761456,,-0.1761456,0.3238544
1444,6.982684,-1.017316,,-1.017316,0
1445,7.8700485,-0.1299515,,-0.1299515,0.3700485
1446,8.342415,0.342415,,0.342415,0.842415
1447,6.8299475,-1.1700525,,-1.1700525,0
1448,7.249415,-0.750585,,-0.750585,0
1449,6.913394,-1.086606,,-1.086606,0
1450,9.471923,1.471923,,1.471923,1.971923
1451,10.542572,2.542572,,2.542572,3.042572
1452,6.8269672,-1.1730328,,-1.1730328,0
1453,6.7189336,-1.2810664,,-1.2810664,0
1454,6.847829,-1.152171,,-1.152171,0
1455,6.6153708,-1.3846292,,-1.3846292,0
1456,8.868426,0.868426,,0.868426,1.368426
1457,7.6957045,-0.3042955,,-0.3042955,0.1957045
1458,6.633252,-1.366748,,-1.366748,0
1459,10.537356,2.537356,,2.537356,3.037356
1460,6.5505505,-1.4494495,,-1.4494495,0
1461,8.787214,0.787214,,0.787214,1.287214
1462,7.8245997,-0.1754003,,-0.1754003,0.3245997
1463,6.4596534,-1.5403466,,-1.5403466,0
1464,7.866323,-0.133677,,-0.133677,0.366323
1465,7.5519085,-0.4480915,,-0.4480915,0.0519085
1466,7.6375904,-0.3624096,,-0.3624096,0.1375904
1467,7.2412195,-0.7587805,,-0.7587805,0
1468,7.240474,-0.759526,,-0.759526,0
1469,7.2874126,-0.7125874,,-0.7125874,0
1470,8.212775,0.212775,,0.212775,0.712775
1471,6.6906214,-1.3093786,,-1.3093786,0
1472,8.334219,0.334219,,0.334219,0.834219
1473,6.787479,-1.212521,,-1.212521,0
1474,7.919222,-0.080778,,-0.080778,0.419222
1475,8.72463,0.72463,,0.72463,1.22463
1476,7.995963,-0.004037,,-0.004037,0.495963
1477,7.7426434,-0.2573566,,-0.2573566,0.2426434
1478,7.2345138,-0.7654862,,-0.7654862,0
1479,7.0907173,-0.9092827,,-0.9092827,0
1480,6.7763033,-1.2236967,,-1.2236967,0
1481,6.9081783,-1.0918217,,-1.0918217,0
1482,6.8373976,-1.1626024,,-1.1626024,0
1483,6.3218174,-1.6781826,,-1.6781826,0
1484,6.055087,-1.944913,,-1.944913,0
1485,6.0878696,-1.9121304,,-1.9121304,0
1486,6.8299475,-1.1700525,,-1.1700525,0
1487,6.7524614,-1.2475386,,-1.2475386,0
1488,6.647408,-1.352592,,-1.352592,0
1489,8.596479,0.596479,,0.596479,1.096479
1490,6.7837534,-1.2162466,,-1.2162466,0
1491,6.5505505,-1.4494495,,-1.4494495,0
1492,10.008365,2.008365,,2.008365,2.508365
1493,7.5362625,-0.4637375,,-0.4637375,0.0362625
1494,8.027256,0.027256,,0.027256,0.527256
1495,8.041411,0.041411,,0.041411,0.541411
1496,6.9588423,-1.0411577,,-1.0411577,0
1497,7.136166,-0.863834,,-0.863834,0
1498,8.418411,0.418411,,0.418411,0.918411
1499,7.1488323,-0.8511677,,-0.8511677,0
1500,7.5437126,-0.4562874,,-0.4562874,0.0437126
1501,6.3948336,-1.6051664,,-1.6051664,0
1502,7.8603625,-0.1396375,,-0.1396375,0.3603625
1503,6.826222,-1.173778,,-1.173778,0
1504,6.966293,-1.033707,,-1.033707,0
1505,6.9379807,-1.0620193,,-1.0620193,0
1506,6.916374,-1.083626,,-1.083626,0
1507,6.495416,-1.504584,,-1.504584,0
1508,6.9350004,-1.0649996,,-1.0649996,0
1509,7.262826,-0.737174,,-0.737174,0
1510,6.5758824,-1.4241176,,-1.4241176,0
1511,7.237494,-0.762506,,-0.762506,0
1512,6.7956743,-1.2043257,,-1.2043257,0
1513,6.711483,-1.288517,,-1.288517,0
1514,9.060651,1.060651,,1.060651,1.560651
1515,6.10128,-1.89872,,-1.89872,0
1516,7.8819695,-0.1180305,,-0.1180305,0.3819695
1517,6.7278743,-1.2721257,,-1.2721257,0
1518,7.0817766,-0.9182234,,-0.9182234,0
1519,9.285659,1.285659,,1.285659,1.785659
1520,8.197128,0.197128,,0.197128,0.697128
1521,6.750226,-1.249774,,-1.249774,0
1522,6.582588,-1.417412,,-1.417412,0
1523,6.645918,-1.354082,,-1.354082,0
1524,6.623566,-1.376434,,-1.376434,0
1525,7.3380766,-0.6619234,,-0.6619234,0
1526,7.6882544,-0.3117456,,-0.3117456,0.1882544
1527,7.557124,-0.442876,,-0.442876,0.057124
1528,6.843358,-1.156642,,-1.156642,0
1529,6.463379,-1.536621,,-1.536621,0
1530,8.109212,0.109212,,0.109212,0.609212
1531,6.777048,-1.222952,,-1.222952,0
1532,6.525964,-1.474036,,-1.474036,0
1533,7.041544,-0.958456,,-0.958456,0
1534,7.034838,-0.965162,,-0.965162,0
1535,7.5168905,-0.4831095,,-0.4831095,0.0168905
1536,7.010251,-0.989749,,-0.989749,0
1537,8.322298,0.322298,,0.322298,0.822298
1538,7.0981684,-0.9018316,,-0.9018316,0
1539,6.6250563,-1.3749437,,-1.3749437,0
1540,7.5824556,-0.4175444,,-0.4175444,0.0824556
1541,6.727129,-1.272871,,-1.272871,0
1542,7.585436,-0.414564,,-0.414564,0.085436
1543,6.9998207,-1.0001793,,-1.0001793,0
1544,6.867945,-1.132055,,-1.132055,0
1545,6.99535,-1.00465,,-1.00465,0
1546,6.761402,-1.238598,,-1.238598,0
1547,7.1994963,-0.8005037,,-0.8005037,0
1548,6.7427754,-1.2572246,,-1.2572246,0
1549,7.119775,-0.880225,,-0.880225,0
1550,6.572157,-1.427843,,-1.427843,0
1551,6.5520406,-1.4479594,,-1.4479594,0
1552,7.094443,-0.905557,,-0.905557,0
1553,7.18832,-0.81168,,-0.81168,0
1554,7.0519743,-0.9480257,,-0.9480257,0
1555,6.563216,-1.436784,,-1.436784,0
1556,7.1279707,-0.8720293,,-0.8720293,0
1557,6.765872,-1.234128,,-1.234128,0
1558,7.4945393,-0.5054607,,-0.5054607,0
1559,6.3687563,-1.6312437,,-1.6312437,0
1560,6.688386,-1.311614,,-1.311614,0
1561,7.507205,-0.492795,,-0.492795,0.007205
1562,7.2687864,-0.7312136,,-0.7312136,0
1563,6.9744883,-1.0255117,,-1.0255117,0
1564,6.918609,-1.081391,,-1.081391,0
1565,8.016825,0.016825,,0.016825,0.516825
1566,7.2434545,-0.7565455,,-0.7565455,0
1567,7.44313,-0.55687,,-0.55687,0
1568,6.778538,-1.221462,,-1.221462,0
1569,7.44015,-0.55985,,-0.55985,0
1570,7.421523,-0.578477,,-0.578477,0
1571,7.1540475,-0.8459525,,-0.8459525,0
1572,6.863475,-1.136525,,-1.136525,0
1573,6.750971,-1.249029,,-1.249029,0
1574,6.230921,-1.769079,,-1.769079,0
1575,6.761402,-1.238598,,-1.238598,0
1576,7.0616603,-0.9383397,,-0.9383397,0
1577,6.48275,-1.51725,,-1.51725,0
1578,7.031858,-0.968142,,-0.968142,0
1579,7.662922,-0.337078,,-0.337078,0.162922
1580,7.041544,-0.958456,,-0.958456,0
1581,6.703287,-1.296713,,-1.296713,0
1582,8.122623,0.122623,,0.122623,0.622623
1583,6.7673626,-1.2326374,,-1.2326374,0
1584,7.6562166,-0.3437834,,-0.3437834,0.1562166
1585,8.465349,0.465349,,0.465349,0.965349
1586,7.63461,-0.36539,,-0.36539,0.13461
1587,10.745973,2.745973,,2.745973,3.245973
1588,8.316338,0.316338,,0.316338,0.816338
1589,7.220358,-0.779642,,-0.779642,0
1590,6.8522987,-1.1477013,,-1.1477013,0
1591,6.7919493,-1.2080507,,-1.2080507,0
1592,6.5639615,-1.4360385,,-1.4360385,0
1593,6.6317616,-1.3682384,,-1.3682384,0
1594,7.014722,-0.985278,,-0.985278,0
1595,6.645918,-1.354082,,-1.354082,0
1596,6.608665,-1.391335,,-1.391335,0
1597,6.4462423,-1.5537577,,-1.5537577,0
1598,6.8612394,-1.1387606,,-1.1387606,0
1599,7.172674,-0.827326,,-0.827326,0
1600,7.002801,-0.997199,,-0.997199,0
1601,8.673221,0.673221,,0.673221,1.173221
1602,6.952882,-1.047118,,-1.047118,0
1603,7.6211987,-0.3788013,,-0.3788013,0.1211987
1604,8.311868,0.311868,,0.311868,0.811868
1605,7.456541,-0.543459,,-0.543459,0
1606,7.987767,-0.012233,,-0.012233,0.487767
1607,8.270889,0.270889,,0.270889,0.770889
1608,8.064508,0.064508,,0.064508,0.564508
1609,7.598102,-0.401898,,-0.401898,0.098102
1610,6.712228,-1.287772,,-1.287772,0
1611,7.3879957,-0.6120043,,-0.6120043,0
1612,7.0504847,-0.9495153,,-0.9495153,0
1613,6.9387255,-1.0612745,,-1.0612745,0
1614,6.959587,-1.040413,,-1.040413,0
1615,6.6004696,-1.3995304,,-1.3995304,0
1616,6.7718325,-1.2281675,,-1.2281675,0
1617,6.467849,-1.532151,,-1.532151,0
1618,7.849187,-0.150813,,-0.150813,0.349187
1619,6.790459,-1.209541,,-1.209541,0
1620,6.775558,-1.224442,,-1.224442,0
1621,6.567687,-1.432313,,-1.432313,0
1622,6.770343,-1.229657,,-1.229657,0
1623,6.5185127,-1.4814873,,-1.4814873,0
1624,6.686151,-1.313849,,-1.313849,0
1625,6.774068,-1.225932,,-1.225932,0
1626,6.7174435,-1.2825565,,-1.2825565,0
1627,8.27536,0.27536,,0.27536,0.77536
1628,7.107109,-0.892891,,-0.892891,0
1629,8.486957,0.486957,,0.486957,0.986957
1630,7.5198708,-0.4801292,,-0.4801292,0.0198708
1631,6.8061056,-1.1938944,,-1.1938944,0
1632,7.406622,-0.593378,,-0.593378,0
1633,7.1562824,-0.8437176,,-0.8437176,0
1634,7.034093,-0.965907,,-0.965907,0
1635,6.9722533,-1.0277467,,-1.0277467,0
1636,6.7748127,-1.2251873,,-1.2251873,0
1637,6.2048435,-1.7951565,,-1.7951565,0
1638,7.8864393,-0.1135607,,-0.1135607,0.3864393
1639,6.3903627,-1.6096373,,-1.6096373,0
1640,6.7330894,-1.2669106,,-1.2669106,0
1641,6.842613,-1.157387,,-1.157387,0
1642,7.0795417,-0.9204583,,-0.9204583,0
1643,7.1667137,-0.8332863,,-0.8332863,0
1644,6.6317616,-1.3682384,,-1.3682384,0
1645,6.508827,-1.491173,,-1.491173,0
1646,7.844716,-0.155284,,-0.155284,0.344716
1647,6.5356493,-1.4643507,,-1.4643507,0
1648,6.7695975,-1.2304025,,-1.2304025,0
1649,6.916374,-1.083626,,-1.083626,0
1650,8.646399,0.646399,,0.646399,1.146399
1651,6.4969063,-1.5030937,,-1.5030937,0
1652,7.950515,-0.049485,,-0.049485,0.450515
1653,6.622076,-1.377924,,-1.377924,0
1654,6.4253807,-1.5746193,,-1.5746193,0
1655,7.3038044,-0.6961956,,-0.6961956,0
1656,7.5213614,-0.4786386,,-0.4786386,0.0213614
1657,6.6287813,-1.3712187,,-1.3712187,0
1658,6.8344173,-1.1655827,,-1.1655827,0
1659,6.661564,-1.338436,,-1.338436,0
1660,7.252395,-0.747605,,-0.747605,0
1661,6.5639615,-1.4360385,,-1.4360385,0
1662,7.0765615,-0.9234385,,-0.9234385,0
1663,6.6675243,-1.3324757,,-1.3324757,0
1664,6.826222,-1.173778,,-1.173778,0
1665,7.9594555,-0.0405445,,-0.0405445,0.4594555
1666,6.874651,-1.125349,,-1.125349,0
1667,6.572157,-1.427843,,-1.427843,0
1668,7.158518,-0.841482,,-0.841482,0
1669,9.060651,1.060651,,1.060651,1.560651
1670,8.227676,0.227676,,0.227676,0.727676
1671,7.2382393,-0.7617607,,-0.7617607,0
1672,6.5505505,-1.4494495,,-1.4494495,0
1673,7.056445,-0.943555,,-0.943555,0
1674,6.1944127,-1.8055873,,-1.8055873,0
1675,7.4945393,-0.5054607,,-0.5054607,0
1676,6.956607,-1.043393,,-1.043393,0
1677,6.914139,-1.085861,,-1.085861,0
1678,7.1011486,-0.8988514,,-0.8988514,0
1679,7.044524,-0.955476,,-0.955476,0
1680,6.780773,-1.219227,,-1.219227,0
1681,6.5155325,-1.4844675,,-1.4844675,0
1682,7.11903,-0.88097,,-0.88097,0
1683,6.366521,-1.633479,,-1.633479,0
1684,7.277727,-0.722273,,-0.722273,0
1685,8.153915,0.153915,,0.153915,0.653915
1686,6.9111586,-1.0888414,,-1.0888414,0
1687,7.223338,-0.776662,,-0.776662,0
1688,8.087605,0.087605,,0.087605,0.587605
1689,7.651001,-0.348999,,-0.348999,0.151001
1690,7.065386,-0.934614,,-0.934614,0
1691,7.682294,-0.317706,,-0.317706,0.182294
1692,8.478761,0.478761,,0.478761,0.978761
1693,7.2836876,-0.7163124,,-0.7163124,0
1694,6.8947673,-1.1052327,,-1.1052327,0
1695,8.486957,0.486957,,0.486957,0.986957
1696,6.878376,-1.121624,,-1.121624,0
1697,6.7681074,-1.2318926,,-1.2318926,0
1698,6.684661,-1.315339,,-1.315339,0
1699,6.7330894,-1.2669106,,-1.2669106,0
1700,7.5146556,-0.4853444,,-0.4853444,0.0146556
1701,6.7017975,-1.2982025,,-1.2982025,0
1702,8.036942,0.036942,,0.036942,0.536942
1703,7.8454614,-0.1545386,,-0.1545386,0.3454614
1704,7.7687206,-0.2312794,,-0.2312794,0.2687206
1705,7.5757504,-0.4242496,,-0.4242496,0.0757504
1706,8.796901,0.796901,,0.796901,1.296901
1707,7.351488,-0.648512,,-0.648512,0
1708,7.3425474,-0.6574526,,-0.6574526,0
1709,7.3850155,-0.6149845,,-0.6149845,0
1710,7.6182184,-0.3817816,,-0.3817816,0.1182184
1711,6.914139,-1.085861,,-1.085861,0
1712,9.114295,1.114295,,1.114295,1.614295
1713,7.0787964,-0.9212036,,-0.9212036,0
1714,6.7643824,-1.2356176,,-1.2356176,0
1715,7.817894,-0.182106,,-0.182106,0.317894
1716,6.4760447,-1.5239553,,-1.5239553,0
